MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Empfänger*innen nach SGB XII,Deutsche,2019,201911,12796,14366,-0.63,-10.93,13202
Empfänger*innen nach SGB XII,Deutsche,2019,201912,12760,13877,-0.28,-8.05,13109
Empfänger*innen nach SGB XII,Deutsche,2018,201801,14312,14015,-0.29,2.12,14226
Empfänger*innen nach SGB XII,Deutsche,2018,201802,14349,14075,0.26,1.95,14249
Empfänger*innen nach SGB XII,Deutsche,2018,201803,14353,14068,0.03,2.03,14273
Empfänger*innen nach SGB XII,Deutsche,2018,201804,14387,14134,0.24,1.79,14294
Empfänger*innen nach SGB XII,Deutsche,2018,201805,14370,14141,-0.12,1.62,14313
Empfänger*innen nach SGB XII,Deutsche,2018,201806,14376,14192,0.04,1.3,14328
Empfänger*innen nach SGB XII,Deutsche,2018,201807,14396,14276,0.14,0.84,14338
Empfänger*innen nach SGB XII,Deutsche,2018,201808,14372,14222,-0.17,1.05,14351
Empfänger*innen nach SGB XII,Deutsche,2018,201809,14390,14259,0.13,0.92,14362
Empfänger*innen nach SGB XII,Deutsche,2018,201810,14418,14335,0.19,0.58,14369
Empfänger*innen nach SGB XII,Deutsche,2018,201811,14366,14347,-0.36,0.13,14370
Empfänger*innen nach SGB XII,Deutsche,2018,201812,13877,14353,-3.4,-3.32,14331
Empfänger*innen nach SGB XII,Deutsche,2017,201701,14015,13856,-0.79,1.15,13961
Empfänger*innen nach SGB XII,Deutsche,2017,201702,14075,13902,0.43,1.24,13975
Empfänger*innen nach SGB XII,Deutsche,2017,201703,14068,13916,-0.05,1.09,13988
Empfänger*innen nach SGB XII,Deutsche,2017,201704,14134,13892,0.47,1.74,14008
Empfänger*innen nach SGB XII,Deutsche,2017,201705,14141,13916,0.05,1.62,14027
Empfänger*innen nach SGB XII,Deutsche,2017,201706,14192,13913,0.36,2.01,14050
Empfänger*innen nach SGB XII,Deutsche,2017,201707,14276,13963,0.59,2.24,14076
Empfänger*innen nach SGB XII,Deutsche,2017,201708,14222,13829,-0.38,2.84,14109
Empfänger*innen nach SGB XII,Deutsche,2017,201709,14259,13975,0.26,2.03,14133
Empfänger*innen nach SGB XII,Deutsche,2017,201710,14335,14036,0.53,2.13,14158
Empfänger*innen nach SGB XII,Deutsche,2017,201711,14347,14048,0.08,2.13,14183
Empfänger*innen nach SGB XII,Deutsche,2017,201712,14353,14126,0.04,1.61,14201
Empfänger*innen nach SGB XII,Deutsche,2016,201601,13856,13490,-0.49,2.71,13745
Empfänger*innen nach SGB XII,Deutsche,2016,201602,13902,13624,0.33,2.04,13768
Empfänger*innen nach SGB XII,Deutsche,2016,201603,13916,13638,0.1,2.04,13791
Empfänger*innen nach SGB XII,Deutsche,2016,201604,13892,13670,-0.17,1.62,13810
Empfänger*innen nach SGB XII,Deutsche,2016,201605,13916,13707,0.17,1.52,13827
Empfänger*innen nach SGB XII,Deutsche,2016,201606,13913,13737,-0.02,1.28,13842
Empfänger*innen nach SGB XII,Deutsche,2016,201607,13963,13720,0.36,1.77,13862
Empfänger*innen nach SGB XII,Deutsche,2016,201608,13829,13754,-0.96,0.55,13868
Empfänger*innen nach SGB XII,Deutsche,2016,201609,13975,13775,1.06,1.45,13885
Empfänger*innen nach SGB XII,Deutsche,2016,201610,14036,13752,0.44,2.07,13908
Empfänger*innen nach SGB XII,Deutsche,2016,201611,14048,13779,0.09,1.95,13931
Empfänger*innen nach SGB XII,Deutsche,2016,201612,14126,13924,0.56,1.45,13948
Empfänger*innen nach SGB XII,Deutsche,2015,201501,13490,13278,0.87,1.6,13361
Empfänger*innen nach SGB XII,Deutsche,2015,201502,13624,13283,0.99,2.57,13389
Empfänger*innen nach SGB XII,Deutsche,2015,201503,13638,13321,0.1,2.38,13416
Empfänger*innen nach SGB XII,Deutsche,2015,201504,13670,13353,0.23,2.37,13442
Empfänger*innen nach SGB XII,Deutsche,2015,201505,13707,13352,0.27,2.66,13472
Empfänger*innen nach SGB XII,Deutsche,2015,201506,13737,13384,0.22,2.64,13501
Empfänger*innen nach SGB XII,Deutsche,2015,201507,13720,13446,-0.12,2.04,13524
Empfänger*innen nach SGB XII,Deutsche,2015,201508,13754,13482,0.25,2.02,13547
Empfänger*innen nach SGB XII,Deutsche,2015,201509,13775,13476,0.15,2.22,13571
Empfänger*innen nach SGB XII,Deutsche,2015,201510,13752,13127,-0.17,4.76,13624
Empfänger*innen nach SGB XII,Deutsche,2015,201511,13779,13242,0.2,4.06,13668
Empfänger*innen nach SGB XII,Deutsche,2015,201512,13924,13373,1.05,4.12,13714
Empfänger*innen nach SGB XII,Deutsche,2014,201401,13278,12850,-0.21,3.33,13019
Empfänger*innen nach SGB XII,Deutsche,2014,201402,13283,12779,0.04,3.94,13061
Empfänger*innen nach SGB XII,Deutsche,2014,201403,13321,12822,0.29,3.89,13103
Empfänger*innen nach SGB XII,Deutsche,2014,201404,13353,12815,0.24,4.2,13147
Empfänger*innen nach SGB XII,Deutsche,2014,201405,13352,12868,-0.01,3.76,13188
Empfänger*innen nach SGB XII,Deutsche,2014,201406,13384,12920,0.24,3.59,13226
Empfänger*innen nach SGB XII,Deutsche,2014,201407,13446,12967,0.46,3.69,13266
Empfänger*innen nach SGB XII,Deutsche,2014,201408,13482,12959,0.27,4.04,13310
Empfänger*innen nach SGB XII,Deutsche,2014,201409,13476,13085,-0.04,2.99,13343
Empfänger*innen nach SGB XII,Deutsche,2014,201410,13127,13201,-2.59,-0.56,13336
Empfänger*innen nach SGB XII,Deutsche,2014,201411,13242,13228,0.88,0.11,13338
Empfänger*innen nach SGB XII,Deutsche,2014,201412,13373,13306,0.99,0.5,13343
Empfänger*innen nach SGB XII,Deutsche,2013,201301,12850,12440,-0.15,3.3,12674
Empfänger*innen nach SGB XII,Deutsche,2013,201302,12779,12428,-0.55,2.82,12703
Empfänger*innen nach SGB XII,Deutsche,2013,201303,12822,12519,0.34,2.42,12728
Empfänger*innen nach SGB XII,Deutsche,2013,201304,12815,12589,-0.05,1.8,12747
Empfänger*innen nach SGB XII,Deutsche,2013,201305,12868,12605,0.41,2.09,12769
Empfänger*innen nach SGB XII,Deutsche,2013,201306,12920,12649,0.4,2.14,12791
Empfänger*innen nach SGB XII,Deutsche,2013,201307,12967,12682,0.36,2.25,12815
Empfänger*innen nach SGB XII,Deutsche,2013,201308,12959,12607,-0.06,2.79,12845
Empfänger*innen nach SGB XII,Deutsche,2013,201309,13085,12702,0.97,3.02,12876
Empfänger*innen nach SGB XII,Deutsche,2013,201310,13201,12762,0.89,3.44,12913
Empfänger*innen nach SGB XII,Deutsche,2013,201311,13228,12821,0.2,3.17,12947
Empfänger*innen nach SGB XII,Deutsche,2013,201312,13306,12869,0.59,3.4,12983
Empfänger*innen nach SGB XII,Deutsche,2012,201201,12440,12180,0.19,2.13,12372
Empfänger*innen nach SGB XII,Deutsche,2012,201202,12428,12222,-0.1,1.69,12389
Empfänger*innen nach SGB XII,Deutsche,2012,201203,12519,12227,0.73,2.39,12413
Empfänger*innen nach SGB XII,Deutsche,2012,201204,12589,12317,0.56,2.21,12436
Empfänger*innen nach SGB XII,Deutsche,2012,201205,12605,12333,0.13,2.21,12459
Empfänger*innen nach SGB XII,Deutsche,2012,201206,12649,12511,0.35,1.1,12470
Empfänger*innen nach SGB XII,Deutsche,2012,201207,12682,12450,0.26,1.86,12489
Empfänger*innen nach SGB XII,Deutsche,2012,201208,12607,12436,-0.59,1.38,12504
Empfänger*innen nach SGB XII,Deutsche,2012,201209,12702,12327,0.75,3.04,12535
Empfänger*innen nach SGB XII,Deutsche,2012,201210,12762,12351,0.47,3.33,12569
Empfänger*innen nach SGB XII,Deutsche,2012,201211,12821,12430,0.46,3.15,12602
Empfänger*innen nach SGB XII,Deutsche,2012,201212,12869,12417,0.37,3.64,12639
Empfänger*innen nach SGB XII,Deutsche,2011,201101,12180,11687,2.72,4.22,11932
Empfänger*innen nach SGB XII,Deutsche,2011,201102,12222,11733,0.34,4.17,11973
Empfänger*innen nach SGB XII,Deutsche,2011,201103,12227,11766,0.04,3.92,12012
Empfänger*innen nach SGB XII,Deutsche,2011,201104,12317,11811,0.74,4.28,12054
Empfänger*innen nach SGB XII,Deutsche,2011,201105,12333,11875,0.13,3.86,12092
Empfänger*innen nach SGB XII,Deutsche,2011,201106,12511,11924,1.44,4.92,12141
Empfänger*innen nach SGB XII,Deutsche,2011,201107,12450,11987,-0.49,3.86,12179
Empfänger*innen nach SGB XII,Deutsche,2011,201108,12436,11950,-0.11,4.07,12220
Empfänger*innen nach SGB XII,Deutsche,2011,201109,12327,12031,-0.88,2.46,12245
Empfänger*innen nach SGB XII,Deutsche,2011,201110,12351,11984,0.19,3.06,12275
Empfänger*innen nach SGB XII,Deutsche,2011,201111,12430,12089,0.64,2.82,12304
Empfänger*innen nach SGB XII,Deutsche,2011,201112,12417,11858,-0.1,4.71,12350
Empfänger*innen nach SGB XII,Deutsche,2010,201001,11687,11061,0.01,5.66,11470
Empfänger*innen nach SGB XII,Deutsche,2010,201002,11733,11184,0.39,4.91,11516
Empfänger*innen nach SGB XII,Deutsche,2010,201003,11766,11251,0.28,4.58,11559
Empfänger*innen nach SGB XII,Deutsche,2010,201004,11811,11284,0.38,4.67,11603
Empfänger*innen nach SGB XII,Deutsche,2010,201005,11875,11347,0.54,4.65,11647
Empfänger*innen nach SGB XII,Deutsche,2010,201006,11924,11392,0.41,4.67,11691
Empfänger*innen nach SGB XII,Deutsche,2010,201007,11987,11435,0.53,4.83,11737
Empfänger*innen nach SGB XII,Deutsche,2010,201008,11950,11548,-0.31,3.48,11770
Empfänger*innen nach SGB XII,Deutsche,2010,201009,12031,11553,0.68,4.14,11810
Empfänger*innen nach SGB XII,Deutsche,2010,201010,11984,11607,-0.39,3.25,11842
Empfänger*innen nach SGB XII,Deutsche,2010,201011,12089,11666,0.88,3.63,11877
Empfänger*innen nach SGB XII,Deutsche,2010,201012,11858,11686,-1.91,1.47,11891
Empfänger*innen nach SGB XII,Deutsche,2009,200901,11061,11433,-0.18,-3.25,10962
Empfänger*innen nach SGB XII,Deutsche,2009,200902,11184,11154,1.11,0.27,10965
Empfänger*innen nach SGB XII,Deutsche,2009,200903,11251,11079,0.6,1.55,10979
Empfänger*innen nach SGB XII,Deutsche,2009,200904,11284,10768,0.29,4.79,11022
Empfänger*innen nach SGB XII,Deutsche,2009,200905,11347,10750,0.56,5.55,11072
Empfänger*innen nach SGB XII,Deutsche,2009,200906,11392,10762,0.4,5.85,11124
Empfänger*innen nach SGB XII,Deutsche,2009,200907,11435,10877,0.38,5.13,11171
Empfänger*innen nach SGB XII,Deutsche,2009,200908,11548,10922,0.99,5.73,11223
Empfänger*innen nach SGB XII,Deutsche,2009,200909,11553,10960,0.04,5.41,11273
Empfänger*innen nach SGB XII,Deutsche,2009,200910,11607,11043,0.47,5.11,11320
Empfänger*innen nach SGB XII,Deutsche,2009,200911,11666,11091,0.51,5.18,11367
Empfänger*innen nach SGB XII,Deutsche,2009,200912,11686,11081,0.17,5.46,11418
Empfänger*innen nach SGB XII,Deutsche,2008,200801,11433,,,,11433
Empfänger*innen nach SGB XII,Deutsche,2008,200802,11154,,-2.44,,11294
Empfänger*innen nach SGB XII,Deutsche,2008,200803,11079,,-0.67,,11222
Empfänger*innen nach SGB XII,Deutsche,2008,200804,10768,,-2.81,,11109
Empfänger*innen nach SGB XII,Deutsche,2008,200805,10750,,-0.17,,11037
Empfänger*innen nach SGB XII,Deutsche,2008,200806,10762,,0.11,,10991
Empfänger*innen nach SGB XII,Deutsche,2008,200807,10877,,1.07,,10975
Empfänger*innen nach SGB XII,Deutsche,2008,200808,10922,,0.41,,10968
Empfänger*innen nach SGB XII,Deutsche,2008,200809,10960,,0.35,,10967
Empfänger*innen nach SGB XII,Deutsche,2008,200810,11043,,0.76,,10975
Empfänger*innen nach SGB XII,Deutsche,2008,200811,11091,,0.43,,10985
Empfänger*innen nach SGB XII,Deutsche,2008,200812,11081,,-0.09,,10993
Empfänger*innen nach SGB XII,Frauen,2021,202101,11258,10581,0.25,6.4,11027
Empfänger*innen nach SGB XII,Frauen,2021,202102,11279,10660,0.19,5.81,11078
Empfänger*innen nach SGB XII,Frauen,2021,202103,11295,10751,0.14,5.06,11124
Empfänger*innen nach SGB XII,Frauen,2021,202104,,10791,,,
Empfänger*innen nach SGB XII,Frauen,2021,202105,,10813,,,
Empfänger*innen nach SGB XII,Frauen,2021,202106,,10853,,,
Empfänger*innen nach SGB XII,Frauen,2021,202107,,11204,,,
Empfänger*innen nach SGB XII,Frauen,2021,202108,,11177,,,
Empfänger*innen nach SGB XII,Frauen,2021,202109,,11181,,,
Empfänger*innen nach SGB XII,Frauen,2021,202110,,11179,,,
Empfänger*innen nach SGB XII,Frauen,2021,202111,,11224,,,
Empfänger*innen nach SGB XII,Frauen,2021,202112,,11230,,,
Empfänger*innen nach SGB XII,Frauen,2020,202001,10581,11644,-4.24,-9.13,11178
Empfänger*innen nach SGB XII,Frauen,2020,202002,10660,11499,0.75,-7.3,11108
Empfänger*innen nach SGB XII,Frauen,2020,202003,10751,11467,0.85,-6.24,11048
Empfänger*innen nach SGB XII,Frauen,2020,202004,10791,11342,0.37,-4.86,11003
Empfänger*innen nach SGB XII,Frauen,2020,202005,10813,11286,0.2,-4.19,10963
Empfänger*innen nach SGB XII,Frauen,2020,202006,10853,11245,0.37,-3.49,10930
Empfänger*innen nach SGB XII,Frauen,2020,202007,11204,11212,3.23,-0.07,10930
Empfänger*innen nach SGB XII,Frauen,2020,202008,11177,11178,-0.24,-0.01,10930
Empfänger*innen nach SGB XII,Frauen,2020,202009,11181,11134,0.04,0.42,10934
Empfänger*innen nach SGB XII,Frauen,2020,202010,11179,11089,-0.02,0.81,10941
Empfänger*innen nach SGB XII,Frauen,2020,202011,11224,11053,0.4,1.55,10955
Empfänger*innen nach SGB XII,Frauen,2020,202012,11230,11050,0.05,1.63,10970
Empfänger*innen nach SGB XII,Frauen,2019,201901,11644,12233,-2.72,-4.81,12247
Empfänger*innen nach SGB XII,Frauen,2019,201902,11499,12278,-1.25,-6.34,12182
Empfänger*innen nach SGB XII,Frauen,2019,201903,11467,12276,-0.28,-6.59,12114
Empfänger*innen nach SGB XII,Frauen,2019,201904,11342,12310,-1.09,-7.86,12034
Empfänger*innen nach SGB XII,Frauen,2019,201905,11286,12306,-0.49,-8.29,11949
Empfänger*innen nach SGB XII,Frauen,2019,201906,11245,12322,-0.36,-8.74,11859
Empfänger*innen nach SGB XII,Frauen,2019,201907,11212,12349,-0.29,-9.21,11764
Empfänger*innen nach SGB XII,Frauen,2019,201908,11178,12340,-0.3,-9.42,11667
Empfänger*innen nach SGB XII,Frauen,2019,201909,11134,12365,-0.39,-9.96,11565
Empfänger*innen nach SGB XII,Frauen,2019,201910,11089,12404,-0.4,-10.6,11455
Empfänger*innen nach SGB XII,Frauen,2019,201911,11053,12395,-0.32,-10.83,11343
Empfänger*innen nach SGB XII,Frauen,2019,201912,11050,11969,-0.03,-7.68,11267
Empfänger*innen nach SGB XII,Frauen,2018,201801,12233,11892,2.19,2.87,12066
Empfänger*innen nach SGB XII,Frauen,2018,201802,12278,11941,0.37,2.82,12094
Empfänger*innen nach SGB XII,Frauen,2018,201803,12276,11934,-0.02,2.87,12123
Empfänger*innen nach SGB XII,Frauen,2018,201804,12310,11980,0.28,2.75,12150
Empfänger*innen nach SGB XII,Frauen,2018,201805,12306,12004,-0.03,2.52,12175
Empfänger*innen nach SGB XII,Frauen,2018,201806,12322,12057,0.13,2.2,12197
Empfänger*innen nach SGB XII,Frauen,2018,201807,12349,12098,0.22,2.07,12218
Empfänger*innen nach SGB XII,Frauen,2018,201808,12340,12084,-0.07,2.12,12240
Empfänger*innen nach SGB XII,Frauen,2018,201809,12365,12117,0.2,2.05,12260
Empfänger*innen nach SGB XII,Frauen,2018,201810,12404,12183,0.32,1.81,12279
Empfänger*innen nach SGB XII,Frauen,2018,201811,12395,12190,-0.07,1.68,12296
Empfänger*innen nach SGB XII,Frauen,2018,201812,11969,11971,-3.44,-0.02,12296
Empfänger*innen nach SGB XII,Frauen,2017,201701,11892,11620,0.03,2.34,11762
Empfänger*innen nach SGB XII,Frauen,2017,201702,11941,11649,0.41,2.51,11786
Empfänger*innen nach SGB XII,Frauen,2017,201703,11934,11693,-0.06,2.06,11806
Empfänger*innen nach SGB XII,Frauen,2017,201704,11980,11695,0.39,2.44,11830
Empfänger*innen nach SGB XII,Frauen,2017,201705,12004,11722,0.2,2.41,11854
Empfänger*innen nach SGB XII,Frauen,2017,201706,12057,11702,0.44,3.03,11883
Empfänger*innen nach SGB XII,Frauen,2017,201707,12098,11757,0.34,2.9,11912
Empfänger*innen nach SGB XII,Frauen,2017,201708,12084,11662,-0.12,3.62,11947
Empfänger*innen nach SGB XII,Frauen,2017,201709,12117,11795,0.27,2.73,11974
Empfänger*innen nach SGB XII,Frauen,2017,201710,12183,11833,0.54,2.96,12003
Empfänger*innen nach SGB XII,Frauen,2017,201711,12190,11853,0.06,2.84,12031
Empfänger*innen nach SGB XII,Frauen,2017,201712,11971,11889,-1.8,0.69,12038
Empfänger*innen nach SGB XII,Frauen,2016,201601,11620,11172,0.13,4.01,11473
Empfänger*innen nach SGB XII,Frauen,2016,201602,11649,11262,0.25,3.44,11505
Empfänger*innen nach SGB XII,Frauen,2016,201603,11693,11328,0.38,3.22,11536
Empfänger*innen nach SGB XII,Frauen,2016,201604,11695,11365,0.02,2.9,11563
Empfänger*innen nach SGB XII,Frauen,2016,201605,11722,11408,0.23,2.75,11589
Empfänger*innen nach SGB XII,Frauen,2016,201606,11702,11453,-0.17,2.17,11610
Empfänger*innen nach SGB XII,Frauen,2016,201607,11757,11475,0.47,2.46,11634
Empfänger*innen nach SGB XII,Frauen,2016,201608,11662,11514,-0.81,1.29,11646
Empfänger*innen nach SGB XII,Frauen,2016,201609,11795,11537,1.14,2.24,11667
Empfänger*innen nach SGB XII,Frauen,2016,201610,11833,11539,0.32,2.55,11692
Empfänger*innen nach SGB XII,Frauen,2016,201611,11853,11570,0.17,2.45,11716
Empfänger*innen nach SGB XII,Frauen,2016,201612,11889,11605,0.3,2.45,11739
Empfänger*innen nach SGB XII,Frauen,2015,201501,11172,10948,0.83,2.05,11039
Empfänger*innen nach SGB XII,Frauen,2015,201502,11262,10950,0.81,2.85,11065
Empfänger*innen nach SGB XII,Frauen,2015,201503,11328,10960,0.59,3.36,11096
Empfänger*innen nach SGB XII,Frauen,2015,201504,11365,10998,0.33,3.34,11127
Empfänger*innen nach SGB XII,Frauen,2015,201505,11408,11034,0.38,3.39,11158
Empfänger*innen nach SGB XII,Frauen,2015,201506,11453,11044,0.39,3.7,11192
Empfänger*innen nach SGB XII,Frauen,2015,201507,11475,11082,0.19,3.55,11225
Empfänger*innen nach SGB XII,Frauen,2015,201508,11514,11139,0.34,3.37,11256
Empfänger*innen nach SGB XII,Frauen,2015,201509,11537,11156,0.2,3.42,11288
Empfänger*innen nach SGB XII,Frauen,2015,201510,11539,10880,0.02,6.06,11343
Empfänger*innen nach SGB XII,Frauen,2015,201511,11570,10977,0.27,5.4,11392
Empfänger*innen nach SGB XII,Frauen,2015,201512,11605,11080,0.3,4.74,11436
Empfänger*innen nach SGB XII,Frauen,2014,201401,10948,10627,0.14,3.02,10800
Empfänger*innen nach SGB XII,Frauen,2014,201402,10950,10657,0.02,2.75,10825
Empfänger*innen nach SGB XII,Frauen,2014,201403,10960,10637,0.09,3.04,10851
Empfänger*innen nach SGB XII,Frauen,2014,201404,10998,10675,0.35,3.03,10878
Empfänger*innen nach SGB XII,Frauen,2014,201405,11034,10723,0.33,2.9,10904
Empfänger*innen nach SGB XII,Frauen,2014,201406,11044,10761,0.09,2.63,10928
Empfänger*innen nach SGB XII,Frauen,2014,201407,11082,10805,0.34,2.56,10951
Empfänger*innen nach SGB XII,Frauen,2014,201408,11139,10866,0.51,2.51,10974
Empfänger*innen nach SGB XII,Frauen,2014,201409,11156,10878,0.15,2.56,10997
Empfänger*innen nach SGB XII,Frauen,2014,201410,10880,10833,-2.47,0.43,11001
Empfänger*innen nach SGB XII,Frauen,2014,201411,10977,10885,0.89,0.85,11008
Empfänger*innen nach SGB XII,Frauen,2014,201412,11080,10933,0.94,1.34,11021
Empfänger*innen nach SGB XII,Frauen,2013,201301,10627,10202,-0.31,4.17,10464
Empfänger*innen nach SGB XII,Frauen,2013,201302,10657,10273,0.28,3.74,10496
Empfänger*innen nach SGB XII,Frauen,2013,201303,10637,10319,-0.19,3.08,10522
Empfänger*innen nach SGB XII,Frauen,2013,201304,10675,10309,0.36,3.55,10553
Empfänger*innen nach SGB XII,Frauen,2013,201305,10723,10344,0.45,3.66,10584
Empfänger*innen nach SGB XII,Frauen,2013,201306,10761,10386,0.35,3.61,10616
Empfänger*innen nach SGB XII,Frauen,2013,201307,10805,10446,0.41,3.44,10645
Empfänger*innen nach SGB XII,Frauen,2013,201308,10866,10494,0.56,3.54,10676
Empfänger*innen nach SGB XII,Frauen,2013,201309,10878,10502,0.11,3.58,10708
Empfänger*innen nach SGB XII,Frauen,2013,201310,10833,10564,-0.41,2.55,10730
Empfänger*innen nach SGB XII,Frauen,2013,201311,10885,10640,0.48,2.3,10751
Empfänger*innen nach SGB XII,Frauen,2013,201312,10933,10660,0.44,2.56,10773
Empfänger*innen nach SGB XII,Frauen,2012,201201,10202,9973,0.16,2.3,10098
Empfänger*innen nach SGB XII,Frauen,2012,201202,10273,9987,0.7,2.86,10122
Empfänger*innen nach SGB XII,Frauen,2012,201203,10319,9965,0.45,3.55,10152
Empfänger*innen nach SGB XII,Frauen,2012,201204,10309,10041,-0.1,2.67,10174
Empfänger*innen nach SGB XII,Frauen,2012,201205,10344,10072,0.34,2.7,10197
Empfänger*innen nach SGB XII,Frauen,2012,201206,10386,10086,0.41,2.97,10222
Empfänger*innen nach SGB XII,Frauen,2012,201207,10446,10139,0.58,3.03,10247
Empfänger*innen nach SGB XII,Frauen,2012,201208,10494,10197,0.46,2.91,10272
Empfänger*innen nach SGB XII,Frauen,2012,201209,10502,10037,0.08,4.63,10311
Empfänger*innen nach SGB XII,Frauen,2012,201210,10564,10104,0.59,4.55,10349
Empfänger*innen nach SGB XII,Frauen,2012,201211,10640,10163,0.72,4.69,10389
Empfänger*innen nach SGB XII,Frauen,2012,201212,10660,10186,0.19,4.65,10428
Empfänger*innen nach SGB XII,Frauen,2011,201101,9973,9497,0.05,5.01,9752
Empfänger*innen nach SGB XII,Frauen,2011,201102,9987,9542,0.14,4.66,9789
Empfänger*innen nach SGB XII,Frauen,2011,201103,9965,9568,-0.22,4.15,9822
Empfänger*innen nach SGB XII,Frauen,2011,201104,10041,9601,0.76,4.58,9859
Empfänger*innen nach SGB XII,Frauen,2011,201105,10072,9675,0.31,4.1,9892
Empfänger*innen nach SGB XII,Frauen,2011,201106,10086,9684,0.14,4.15,9925
Empfänger*innen nach SGB XII,Frauen,2011,201107,10139,9730,0.53,4.2,9959
Empfänger*innen nach SGB XII,Frauen,2011,201108,10197,9739,0.57,4.7,9998
Empfänger*innen nach SGB XII,Frauen,2011,201109,10037,9836,-1.57,2.04,10014
Empfänger*innen nach SGB XII,Frauen,2011,201110,10104,9820,0.67,2.89,10038
Empfänger*innen nach SGB XII,Frauen,2011,201111,10163,9887,0.58,2.79,10061
Empfänger*innen nach SGB XII,Frauen,2011,201112,10186,9968,0.23,2.19,10079
Empfänger*innen nach SGB XII,Frauen,2010,201001,9497,9020,-0.08,5.29,9330
Empfänger*innen nach SGB XII,Frauen,2010,201002,9542,9090,0.47,4.97,9367
Empfänger*innen nach SGB XII,Frauen,2010,201003,9568,9143,0.27,4.65,9403
Empfänger*innen nach SGB XII,Frauen,2010,201004,9601,9189,0.34,4.48,9437
Empfänger*innen nach SGB XII,Frauen,2010,201005,9675,9209,0.77,5.06,9476
Empfänger*innen nach SGB XII,Frauen,2010,201006,9684,9286,0.09,4.29,9509
Empfänger*innen nach SGB XII,Frauen,2010,201007,9730,9350,0.48,4.06,9541
Empfänger*innen nach SGB XII,Frauen,2010,201008,9739,9370,0.09,3.94,9571
Empfänger*innen nach SGB XII,Frauen,2010,201009,9836,9375,1,4.92,9610
Empfänger*innen nach SGB XII,Frauen,2010,201010,9820,9438,-0.16,4.05,9642
Empfänger*innen nach SGB XII,Frauen,2010,201011,9887,9503,0.68,4.04,9674
